title,author,average_rating,ratings_count,reviews_count,book_url,rating_to_review_ratio
Paradise Lost,John Milton,3.85,179243,21509.16,https://www.goodreads.com/book/show/15997.Paradise_Lost,8.332945919509664
Ask for Andrea,Noelle W. Ihli,4.08,179207,21504.84,https://www.goodreads.com/book/show/60168787-ask-for-andrea,8.332945841687653
Tao Te Ching,Lao Tzu,4.29,179035,21484.2,https://www.goodreads.com/book/show/67896.Tao_Te_Ching,8.332945469439428
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,4.32,178600,21432.0,https://www.goodreads.com/book/show/9532.Ender_s_Shadow,8.332944524798208
Middlemarch,George Eliot,4.03,176464,21175.68,https://www.goodreads.com/book/show/19089.Middlemarch,8.332939818706237
"Trainspotting (Mark Renton, #2)",Irvine Welsh,4.11,176000,21120.0,https://www.goodreads.com/book/show/135836.Trainspotting,8.332938781307703
The Summoning (Darkest Powers #1),Kelley Armstrong,4.03,175958,21114.96,https://www.goodreads.com/book/show/2800905-the-summoning,8.33293868713523
"Fablehaven (Fablehaven, #1)",Brandon Mull,4.14,175938,21112.559999999998,https://www.goodreads.com/book/show/44652.Fablehaven,8.332938642275392
"Poison Study (Study, #1)",Maria V. Snyder,4.09,174784,20974.079999999998,https://www.goodreads.com/book/show/60510.Poison_Study,8.332936036477573
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,3.88,174732,20967.84,https://www.goodreads.com/book/show/6654313-linger,8.33293591824822
"Tempted (House of Night, #6)",P.C. Cast,3.95,173244,20789.28,https://www.goodreads.com/book/show/6262365-tempted,8.332932504997528
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,4.2,173018,20762.16,https://www.goodreads.com/book/show/40605329-the-mysterious-benedict-society,8.332931981451763
"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,4.26,172890,20746.8,https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,8.332931684323157
Walk Two Moons,Sharon Creech,4.0,172649,20717.88,https://www.goodreads.com/book/show/53496.Walk_Two_Moons,8.332931123690082
"Antigone (The Theban Plays, #3)",Sophocles,3.68,172218,20666.16,https://www.goodreads.com/book/show/7728.Antigone,8.332930117152042
Dubliners,James Joyce,3.84,171916,20629.92,https://www.goodreads.com/book/show/11012.Dubliners,8.332929408867855
Thus Spoke Zarathustra,Friedrich Nietzsche,4.07,171816,20617.92,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,8.332929173787958
"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,4.01,171277,20553.239999999998,https://www.goodreads.com/book/show/30868.The_Bean_Trees,8.332927901980321
Watchers,Dean Koontz,4.19,170746,20489.52,https://www.goodreads.com/book/show/32423.Watchers,8.332926641197979
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,4.14,169067,20288.04,https://www.goodreads.com/book/show/6325285-rubinrot,8.332922602547976
The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,4.08,168867,20264.04,https://www.goodreads.com/book/show/6656.The_Divine_Comedy,8.332922116117214
I Am the Messenger,Markus Zusak,4.03,168423,20210.76,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,8.332921032111999
Seabiscuit: An American Legend,Laura Hillenbrand,4.23,167611,20113.32,https://www.goodreads.com/book/show/110737.Seabiscuit,8.3329190347971
Twenty Years Later,Charlie Donlea,4.18,167438,20092.559999999998,https://www.goodreads.com/book/show/57645345-twenty-years-later,8.33291860675759
His Dark Materials (His Dark Materials #1-3),Philip Pullman,4.29,167220,20066.399999999998,https://www.goodreads.com/book/show/18116.His_Dark_Materials,8.332918066117186
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,3.94,166489,19978.68,https://www.goodreads.com/book/show/2052.The_Big_Sleep,8.332916242902789
"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.7,166024,19922.88,https://www.goodreads.com/book/show/305234.Wicked_Lovely,8.332915074774592
Anthem,Ayn Rand,3.61,165153,19818.36,https://www.goodreads.com/book/show/667.Anthem,8.332912869033107
Schindler’s List,Thomas Keneally,4.34,164817,19778.04,https://www.goodreads.com/book/show/375013.Schindler_s_List,8.332912011907554
Far From the Madding Crowd,Thomas Hardy,3.97,164054,19686.48,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,8.332910052480054
Roots: The Saga of an American Family,Alex Haley,4.45,164034,19684.079999999998,https://www.goodreads.com/book/show/546018.Roots,8.33291000087376
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13,163749,19649.88,https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave,8.332909264114381
The Woman in White,Wilkie Collins,4.01,163734,19648.079999999998,https://www.goodreads.com/book/show/5890.The_Woman_in_White,8.332909225266528
Mystic River,Dennis Lehane,4.17,162413,19489.559999999998,https://www.goodreads.com/book/show/21671.Mystic_River,8.332905775924345
The Girl Who Was Taken,Charlie Donlea,4.17,162110,19453.2,https://www.goodreads.com/book/show/39657755-the-girl-who-was-taken,8.332904976817344
A Portrait of the Artist as a Young Man,James Joyce,3.64,162082,19449.84,https://www.goodreads.com/book/show/7588.A_Portrait_of_the_Artist_as_a_Young_Man,8.332904902821678
The Blind Assassin,Margaret Atwood,3.96,162074,19448.88,https://www.goodreads.com/book/show/78433.The_Blind_Assassin,8.332904881675361
"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,3.92,160240,19228.8,https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned,8.332899978158899
The Witch of Blackbird Pond,Elizabeth George Speare,4.03,158700,19044.0,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond,8.332895773168811
A Fine Balance,Rohinton Mistry,4.38,157953,18954.36,https://www.goodreads.com/book/show/5211.A_Fine_Balance,8.332893703944425
Cosmos,Carl Sagan,4.4,156713,18805.559999999998,https://www.goodreads.com/book/show/55030.Cosmos,8.332890225538323
"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder,4.36,156668,18800.16,https://www.goodreads.com/book/show/114345.The_Little_House_Collection,8.332890098270532
"All Creatures Great and Small (All Creatures Great and Small, #1-2)",James Herriot,4.35,156349,18761.88,https://www.goodreads.com/book/show/32085.All_Creatures_Great_and_Small,8.332889193983013
The Sirens of Titan,Kurt Vonnegut Jr.,4.15,155119,18614.28,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,8.33288567241535
Nine Stories,J.D. Salinger,4.18,153591,18430.92,https://www.goodreads.com/book/show/4009.Nine_Stories,8.332881219102514
The Jungle,Upton Sinclair,3.78,153100,18372.0,https://www.goodreads.com/book/show/41681.The_Jungle,8.332879769226583
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,4.02,152601,18312.12,https://www.goodreads.com/book/show/30281.Guilty_Pleasures,8.332878286168606
The Shipping News,Annie Proulx,3.88,151429,18171.48,https://www.goodreads.com/book/show/7354.The_Shipping_News,8.332874764479037
The Drowning Woman,Robyn Harding,4.04,151321,18158.52,https://www.goodreads.com/book/show/62874245-the-drowning-woman,8.332874437209794
"Cannery Row (Cannery Row, #1)",John Steinbeck,4.06,151164,18139.68,https://www.goodreads.com/book/show/4799.Cannery_Row,8.332873960623306
The Sorrows of Young Werther,Johann Wolfgang von Goethe,3.69,151088,18130.559999999998,https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,8.33287372956326
The Story of My Life,Helen Keller,4.08,150462,18055.44,https://www.goodreads.com/book/show/821611.The_Story_of_My_Life,8.332871817478972
Invisible Monsters,Chuck Palahniuk,4.0,150115,18013.8,https://www.goodreads.com/book/show/36236125-invisible-monsters,8.332870750716078
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,4.22,149920,17990.399999999998,https://www.goodreads.com/book/show/16081272-the-edge-of-never,8.332870149071224
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.11,149825,17979.0,https://www.goodreads.com/book/show/10374.Hard_Boiled_Wonderland_and_the_End_of_the_World,8.332869855394883
Midnight Sun [2008 Draft],Stephenie Meyer,4.01,148888,17866.559999999998,https://www.goodreads.com/book/show/4502877-midnight-sun-2008-draft,8.332866938742617
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.14,147836,17740.32,https://www.goodreads.com/book/show/179064.The_Goose_Girl,8.332863620068856
Tender Is the Night,F. Scott Fitzgerald,3.77,147815,17737.8,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night,8.3328635533407
The Hours,Michael Cunningham,3.96,147551,17706.12,https://www.goodreads.com/book/show/11899.The_Hours,8.332862712852231
Something Wicked This Way Comes,Ray Bradbury,3.9,147433,17691.96,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,8.33286233620604
My Ántonia,Willa Cather,3.84,145776,17493.12,https://www.goodreads.com/book/show/17150.My_ntonia,8.332856982803365
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,4.28,143470,17216.399999999998,https://www.goodreads.com/book/show/42898.Lover_Revealed,8.332849326843775
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.61,142341,17080.92,https://www.goodreads.com/book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set,8.332845488095016
The Glass Menagerie,Tennessee Williams,3.74,141793,17015.16,https://www.goodreads.com/book/show/92517.The_Glass_Menagerie,8.332843602786998
The Aeneid,Virgil,3.87,140994,16919.28,https://www.goodreads.com/book/show/12914.The_Aeneid,8.33284082769316
The Scarlet Pimpernel,Emmuska Orczy,4.07,140627,16875.239999999998,https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel,8.332839542457325
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,4.31,140343,16841.16,https://www.goodreads.com/book/show/304027.Lover_Unbound,8.332838543274734
The History of Love,Nicole Krauss,3.92,139813,16777.559999999998,https://www.goodreads.com/book/show/3867.The_History_of_Love,8.332836667747411
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,4.01,139654,16758.48,https://www.goodreads.com/book/show/152380.Mary_Poppins,8.332836102313436
"The Talisman (The Talisman, #1)",Stephen        King,4.11,139414,16729.68,https://www.goodreads.com/book/show/59219.The_Talisman,8.332835246385681
Ulysses,James Joyce,3.77,139226,16707.12,https://www.goodreads.com/book/show/338798.Ulysses,8.332834573847926
"A Dog's Purpose (A Dog's Purpose, #1)",W. Bruce Cameron,4.36,138936,16672.32,https://www.goodreads.com/book/show/7723542-a-dog-s-purpose,8.332833532853686
The English Patient,Michael Ondaatje,3.86,138071,16568.52,https://www.goodreads.com/book/show/11713.The_English_Patient,8.332830401846282
The Moon Is a Harsh Mistress,Robert A. Heinlein,4.15,137570,16508.399999999998,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,8.332828570390204
"The Eyre Affair (Thursday Next, #1)",Jasper Fforde,3.88,136495,16379.4,https://www.goodreads.com/book/show/27003.The_Eyre_Affair,8.33282459524798
Nausea,Jean-Paul Sartre,3.93,136054,16326.48,https://www.goodreads.com/book/show/298275.Nausea,8.33282294634567
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,4.27,135933,16311.96,https://www.goodreads.com/book/show/13831.Alanna,8.332822492055397
Lady Chatterley’s Lover,D.H. Lawrence,3.5,135826,16299.119999999999,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,8.332822089653328
Ethan Frome,Edith Wharton,3.46,135825,16299.0,https://www.goodreads.com/book/show/5246.Ethan_Frome,8.332822085889571
House of Sand and Fog,Andre Dubus III,3.86,135779,16293.48,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,8.332821912696815
I Am Legend and Other Stories,Richard Matheson,4.0,135503,16260.359999999999,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,8.332820871071055
Look Closer,David Ellis,4.16,133910,16069.199999999999,https://www.goodreads.com/book/show/59316367-look-closer,8.332814775173924
"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,4.04,133893,16067.16,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,8.33281470933822
Vanity Fair,William Makepeace Thackeray,3.81,132417,15890.039999999999,https://www.goodreads.com/book/show/5797.Vanity_Fair,8.332808928805164
Demian,Hermann Hesse,4.14,131755,15810.599999999999,https://www.goodreads.com/book/show/24861.Demian,8.332806294113183
"Small Gods (Discworld, #13)",Terry Pratchett,4.32,131492,15779.039999999999,https://www.goodreads.com/book/show/34484.Small_Gods,8.332805240037414
Midnight’s Children,Salman Rushdie,3.98,131471,15776.519999999999,https://www.goodreads.com/book/show/14836.Midnight_s_Children,8.332805155689869
The Fall,Albert Camus,4.03,130266,15631.92,https://www.goodreads.com/book/show/11991.The_Fall,8.33280027019904
"Chocolat (Chocolat, #1)",Joanne Harris,3.96,130262,15631.439999999999,https://www.goodreads.com/book/show/47401.Chocolat,8.332800253831136
"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,4.34,129615,15553.8,https://www.goodreads.com/book/show/78983.Kane_Abel,8.332797593025948
The Night Before Christmas,Clement Clarke Moore,4.4,126734,15208.08,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,8.332785415028392
The Monster at the End of this Book,Jon Stone,4.46,126702,15204.24,https://www.goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book,8.332785276654628
Prodigal Summer,Barbara Kingsolver,4.05,125405,15048.599999999999,https://www.goodreads.com/book/show/14249.Prodigal_Summer,8.332779608760367
Song of Solomon,Toni Morrison,4.15,125115,15013.8,https://www.goodreads.com/book/show/11334.Song_of_Solomon,8.33277832538562
Brideshead Revisited,Evelyn Waugh,4.0,124780,14973.599999999999,https://www.goodreads.com/book/show/30933.Brideshead_Revisited,8.332776835441349
The Club,Ellery Lloyd,3.28,123863,14863.56,https://www.goodreads.com/book/show/58536005-the-club,8.33277271577497
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.98,123257,14790.84,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,8.332769959653431
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,4.1,123186,14782.32,https://www.goodreads.com/book/show/11901.The_Witching_Hour,8.332769634966976
Survivor,Chuck Palahniuk,3.93,123077,14769.24,https://www.goodreads.com/book/show/36236123-survivor,8.332769135775722
Wild Swans: Three Daughters of China,Jung Chang,4.3,121397,14567.64,https://www.goodreads.com/book/show/1848.Wild_Swans,8.332761328442462
"Princess Academy (Princess Academy, #1)",Shannon Hale,4.04,121326,14559.119999999999,https://www.goodreads.com/book/show/85990.Princess_Academy,8.332760993728074
The Origin of Species,Charles Darwin,4.01,120791,14494.92,https://www.goodreads.com/book/show/22463.The_Origin_of_Species,8.332758458931892
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.16,120557,14466.84,https://www.goodreads.com/book/show/29127.The_Last_Unicorn,8.332757343183225
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,4.36,119749,14369.88,https://www.goodreads.com/book/show/5098079-lover-avenged,8.332753456990805
The Shell Seekers,Rosamunde Pilcher,4.2,119218,14306.16,https://www.goodreads.com/book/show/37095.The_Shell_Seekers,8.33275087438737
"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,4.18,118600,14232.0,https://www.goodreads.com/book/show/6468666-the-reckoning,8.332747839527858
"Into the Wild (Warriors, #1)",Erin Hunter,4.32,118097,14171.64,https://www.goodreads.com/book/show/111332.Into_the_Wild,8.332745345962362
Howl and Other Poems,Allen Ginsberg,4.13,118042,14165.039999999999,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems,8.332745072017303
"The Awakening (Darkest Powers, #2)",Kelley Armstrong,4.14,117628,14115.359999999999,https://www.goodreads.com/book/show/5391115-the-awakening,8.332743001736992
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.99,117537,14104.439999999999,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,8.332742544720336
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,4.5,117325,14079.0,https://www.goodreads.com/book/show/47989.Night_Watch,8.332741477272727
"The Once and Future King (The Once and Future King, #1-5)",T.H. White,4.07,116928,14031.359999999999,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,8.33273946791559
Cryptonomicon,Neal Stephenson,4.23,116140,13936.8,https://www.goodreads.com/book/show/816.Cryptonomicon,8.332735438878446
Leaves of Grass,Walt Whitman,4.11,115330,13839.6,https://www.goodreads.com/book/show/27494.Leaves_of_Grass,8.332731239975145
I Capture the Castle,Dodie Smith,3.99,113926,13671.119999999999,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle,8.332723820446281
Bleak House,Charles Dickens,4.02,112938,13552.56,https://www.goodreads.com/book/show/31242.Bleak_House,8.332718488721783
"Shadowfever (Fever, #5)",Karen Marie Moning,4.39,112331,13479.72,https://www.goodreads.com/book/show/7304203-shadowfever,8.332715166548969
Orlando,Virginia Woolf,3.87,111503,13380.359999999999,https://www.goodreads.com/book/show/18839.Orlando,8.332710576503436
Shakespeare's Sonnets,William Shakespeare,4.25,111190,13342.8,https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets,8.332708823573496
If on a Winter’s Night a Traveler,Italo Calvino,4.02,109405,13128.6,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,8.332698635145016
The Complete Poems of Emily Dickinson,Emily Dickinson,4.28,106122,12734.64,https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson,8.332679001604946
The Wasp Factory,Iain Banks,3.75,105925,12711.0,https://www.goodreads.com/book/show/567678.The_Wasp_Factory,8.332677784770295
The Bridges of Madison County,Robert James Waller,3.71,105154,12618.48,https://www.goodreads.com/book/show/83674.The_Bridges_of_Madison_County,8.332672978601337
Cold Sassy Tree,Olive Ann Burns,4.02,105110,12613.199999999999,https://www.goodreads.com/book/show/40389231-cold-sassy-tree,8.332672702192768
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,4.4,105094,12611.279999999999,https://www.goodreads.com/book/show/12842828-keeper-of-the-lost-cities,8.33267260162318
Native Son,Richard Wright,4.04,103772,12452.64,https://www.goodreads.com/book/show/15622.Native_Son,8.332664184929065
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,3.92,103212,12385.439999999999,https://www.goodreads.com/book/show/27266.Glass_Houses,8.33266055460649
"Ishmael (Ishmael, #1)",Daniel Quinn,4.01,103142,12377.039999999999,https://www.goodreads.com/book/show/40611328-ishmael,8.332660098044602
Doctor Zhivago,Boris Pasternak,4.01,101760,12211.199999999999,https://www.goodreads.com/book/show/130440.Doctor_Zhivago,8.332650955601776
Exodus,Leon Uris,4.34,101062,12127.439999999999,https://www.goodreads.com/book/show/42697.Exodus,8.332646243045273
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.26,100505,12060.6,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee,8.332642435497778
Peace Like a River,Leif Enger,4.03,99948,11993.76,https://www.goodreads.com/book/show/227571.Peace_Like_a_River,8.332638585515674
Infinite Jest,David Foster Wallace,4.25,99590,11950.8,https://www.goodreads.com/book/show/6759.Infinite_Jest,8.332636088287957
Ivanhoe,Walter Scott,3.76,98354,11802.48,https://www.goodreads.com/book/show/6440.Ivanhoe,8.332627326856148
"The Chosen (Reuven Malther, #1)",Chaim Potok,4.07,96611,11593.32,https://www.goodreads.com/book/show/187181.The_Chosen,8.332614590592636
Holy Bible: New International Version,Anonymous,4.63,95133,11415.96,https://www.goodreads.com/book/show/280111.Holy_Bible,8.332603425079881
The Agony and the Ecstasy,Irving Stone,4.09,94742,11369.039999999999,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,8.332600413015259
"84, Charing Cross Road",Helene Hanff,4.16,94382,11325.84,https://www.goodreads.com/book/show/368916.84_Charing_Cross_Road,8.332597617693903
Howards End,E.M. Forster,3.96,93945,11273.4,https://www.goodreads.com/book/show/38374795-howards-end,8.332594195699993
Sophie’s Choice,William Styron,4.17,93926,11271.119999999999,https://www.goodreads.com/book/show/228560.Sophie_s_Choice,8.332594046195393
"The Power of One (The Power of One, #1)",Bryce Courtenay,4.36,93557,11226.84,https://www.goodreads.com/book/show/122.The_Power_of_One,8.332591130618178
"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,4.29,93189,11182.68,https://www.goodreads.com/book/show/83144.The_Bronze_Horseman,8.332588199948496
Revolutionary Road,Richard Yates,3.93,92576,11109.119999999999,https://www.goodreads.com/book/show/48328.Revolutionary_Road,8.332583266427367
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04,92384,11086.08,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,8.332581707717452
Corelli’s Mandolin,Louis de Bernières,4.03,92102,11052.24,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin,8.332579406581237
Gray After Dark,Noelle W. Ihli,4.19,91121,10934.52,https://www.goodreads.com/book/show/204787816-gray-after-dark,8.332571290619924
"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.33,90936,10912.32,https://www.goodreads.com/book/show/682804.The_Killer_Angels,8.332569740463947
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,4.23,90075,10809.0,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon,8.332562442183164
Cyrano de Bergerac,Edmond Rostand,4.06,89887,10786.44,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac,8.332560830002299
The Jungle Books,Rudyard Kipling,4.01,88817,10658.039999999999,https://www.goodreads.com/book/show/41684.The_Jungle_Books,8.332551524339904
The Sea of Tranquility,Katja Millay,4.29,88314,10597.68,https://www.goodreads.com/book/show/16151178-the-sea-of-tranquility,8.33254707189952
The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,John Mark Comer,4.51,87811,10537.32,https://www.goodreads.com/book/show/43982455-the-ruthless-elimination-of-hurry,8.332542568454935
"Faust, First Part",Johann Wolfgang von Goethe,3.83,84721,10166.52,https://www.goodreads.com/book/show/14706.Faust_First_Part,8.33251372999512
The Portrait of a Lady,Henry James,3.8,84447,10133.64,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady,8.332511070940853
Battle Royale,Koushun Takami,4.26,83949,10073.88,https://www.goodreads.com/book/show/57891.Battle_Royale,8.332506193622159
Possession,A.S. Byatt,3.9,83581,10029.72,https://www.goodreads.com/book/show/41219.Possession,8.332502552159765
The Iliad / The Odyssey,Homer,4.07,82648,9917.76,https://www.goodreads.com/book/show/1375.The_Iliad_The_Odyssey,8.332493174550045
Those Empty Eyes,Charlie Donlea,4.15,82482,9897.84,https://www.goodreads.com/book/show/62984900-those-empty-eyes,8.332491483850633
The Arabian Nights,Anonymous,4.03,80684,9682.08,https://www.goodreads.com/book/show/93101.The_Arabian_Nights,8.332472725620361
Jitterbug Perfume,Tom Robbins,4.23,80093,9611.16,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,8.332466375923829
"Cry, the Beloved Country",Alan Paton,3.93,78914,9469.68,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country,8.332453424674892
Dandelion Wine,Ray Bradbury,4.09,77190,9262.8,https://www.goodreads.com/book/show/50033.Dandelion_Wine,8.332433774476996
Ficciones,Jorge Luis Borges,4.4,76970,9236.4,https://www.goodreads.com/book/show/426504.Ficciones,8.332431203585426
No One Can Know,Kate Alice Marshall,3.65,76519,9182.279999999999,https://www.goodreads.com/book/show/127305892-no-one-can-know,8.332425887046895
Jude the Obscure,Thomas Hardy,3.83,75209,9025.08,https://www.goodreads.com/book/show/50798.Jude_the_Obscure,8.332410082782337
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,3.93,74804,8976.48,https://www.goodreads.com/book/show/12513614-captive-in-the-dark,8.332405084723108
Papillon,Henri Charrière,4.23,74688,8962.56,https://www.goodreads.com/book/show/6882.Papillon,8.332403643195338
Foucault’s Pendulum,Umberto Eco,3.91,74128,8895.359999999999,https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum,8.332396620640353
"I, Claudius (Claudius, #1)",Robert Graves,4.24,72197,8663.64,https://www.goodreads.com/book/show/18765.I_Claudius,8.332371569967131
Geek Love,Katherine Dunn,3.95,71907,8628.84,https://www.goodreads.com/book/show/13872.Geek_Love,8.332367691637389
"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.01,71813,8617.56,https://www.goodreads.com/book/show/186190.Forrest_Gump,8.332366427802326
القرآن الكريم,Anonymous,4.38,71668,8600.16,https://www.goodreads.com/book/show/646462._,8.332364471768924
"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,4.29,70234,8428.08,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,8.332344692421948
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",Cassandra Clare,4.55,68851,8262.119999999999,https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set,8.332324836139376
The Hotel New Hampshire,John Irving,3.93,68282,8193.84,https://www.goodreads.com/book/show/11768.The_Hotel_New_Hampshire,8.332316433267764
"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,4.16,66986,8038.32,https://www.goodreads.com/book/show/12749.Swann_s_Way,8.332296761417632
Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.15,66185,7942.2,https://www.goodreads.com/book/show/29946.Illusions,8.332284217947427
All the King's Men,Robert Penn Warren,4.09,66087,7930.44,https://www.goodreads.com/book/show/5527.All_the_King_s_Men,8.332282662416914
"Love Story (Love Story, #1)",Erich Segal,3.65,63732,7647.84,https://www.goodreads.com/book/show/73968.Love_Story,8.332243843510911
The Magus,John Fowles,4.05,62910,7549.2,https://www.goodreads.com/book/show/16286.The_Magus,8.33222960981166
Angle of Repose,Wallace Stegner,4.24,61570,7388.4,https://www.goodreads.com/book/show/292408.Angle_of_Repose,8.33220559179365
"Acheron (Dark-Hunter, #14)",Sherrilyn Kenyon,4.56,61423,7370.759999999999,https://www.goodreads.com/book/show/2299110.Acheron,8.332202893203252
Of Human Bondage,W. Somerset Maugham,4.15,60812,7297.44,https://www.goodreads.com/book/show/31548.Of_Human_Bondage,8.332191536821568
The Magic Mountain,Thomas Mann,4.13,59572,7148.639999999999,https://www.goodreads.com/book/show/88077.The_Magic_Mountain,8.332167773482302
Mythology,Edith Hamilton,4.03,59304,7116.48,https://www.goodreads.com/book/show/23522.Mythology,8.33216250695471
The Waste Land,T.S. Eliot,4.11,58273,6992.759999999999,https://www.goodreads.com/book/show/34080.The_Waste_Land,8.332141794971518
The Complete Works,William Shakespeare,4.48,57615,6913.8,https://www.goodreads.com/book/show/569564.The_Complete_Works,8.332128188812403
"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,4.47,57194,6863.28,https://www.goodreads.com/book/show/7822895-the-millennium-trilogy,8.332119319141993
Pale Fire,Vladimir Nabokov,4.17,56465,6775.8,https://www.goodreads.com/book/show/7805.Pale_Fire,8.332103647739347
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,4.04,55766,6691.92,https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe,8.332088236524566
Gift from the Sea,Anne Morrow Lindbergh,4.14,55176,6621.12,https://www.goodreads.com/book/show/77295.Gift_from_the_Sea,8.332074924646488
"You Are Special (Wemmicksville, #1)",Max Lucado,4.45,53519,6422.28,https://www.goodreads.com/book/show/56728.You_Are_Special,8.332035969162172
The Power of Myth,Joseph Campbell,4.26,53309,6397.08,https://www.goodreads.com/book/show/35519.The_Power_of_Myth,8.332030859257777
