title,author,average_rating,ratings_count,reviews_count,book_url,rating_to_review_ratio
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.09,510328,61239.36,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,8.333197257494893
All Quiet on the Western Front,Erich Maria Remarque,4.11,510080,61209.6,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,8.333197191336142
James and the Giant Peach,Roald Dahl,4.04,509211,61105.32,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach,8.333196959005223
"The Tales of Beedle the Bard (Hogwarts Library, #3)",J.K. Rowling,4.03,508867,61064.04,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,8.333196866816102
The Screwtape Letters,C.S. Lewis,4.27,505841,60700.92,https://www.goodreads.com/book/show/8130077-the-screwtape-letters,8.33319605047089
A Tree Grows in Brooklyn,Betty  Smith,4.3,503843,60461.159999999996,https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,8.333195506081822
"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,4.0,502743,60329.159999999996,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,8.333195204521255
Do Androids Dream of Electric Sheep?,Philip K. Dick,4.09,502096,60251.52,https://www.goodreads.com/book/show/36402034-do-androids-dream-of-electric-sheep,8.333195026531671
"Watership Down (Watership Down, #1)",Richard  Adams,4.09,501368,60164.159999999996,https://www.goodreads.com/book/show/76620.Watership_Down,8.333194825709764
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,4.09,500826,60099.119999999995,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,8.33319467581762
The Iliad,Homer,3.93,499705,59964.6,https://www.goodreads.com/book/show/1371.The_Iliad,8.333194364769135
"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,3.76,494614,59353.68,https://www.goodreads.com/book/show/6068551-shiver,8.333192934407194
"The Death Cure (The Maze Runner, #3)",James Dashner,3.78,491852,59022.24,https://www.goodreads.com/book/show/7864437-the-death-cure,8.333192146008928
Sarah's Key,Tatiana de Rosnay,4.18,491733,59007.96,https://www.goodreads.com/book/show/556602.Sarah_s_Key,8.333192111842
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.13,486291,58354.92,https://www.goodreads.com/book/show/102868.A_Study_in_Scarlet,8.333190531483353
The Sun Also Rises,Ernest Hemingway,3.79,486050,58326.0,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,8.333190460678589
"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,4.05,484566,58147.92,https://www.goodreads.com/book/show/45978.Eldest,8.333190023133707
"Beloved (Beloved Trilogy, #1)",Toni Morrison,3.97,481236,57748.32,https://www.goodreads.com/book/show/6149.Beloved,8.333189031489894
"Graceling (Graceling Realm, #1)",Kristin Cashore,4.06,477970,57356.4,https://www.goodreads.com/book/show/3236307-graceling,8.333188045483233
Stardust,Neil Gaiman,4.1,477826,57339.119999999995,https://www.goodreads.com/book/show/16793.Stardust,8.333188001699334
"Delirium (Delirium, #1)",Lauren Oliver,3.95,477547,57305.64,https://www.goodreads.com/book/show/11614718-delirium,8.333187916792888
"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.0,476519,57182.28,https://www.goodreads.com/book/show/16101128-the-5th-wave,8.333187603089575
"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,3.98,476412,57169.439999999995,https://www.goodreads.com/book/show/121749.Prince_Caspian,8.333187570359788
Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,4.14,475965,57115.799999999996,https://www.goodreads.com/book/show/12691.Marley_and_Me,8.333187433469663
"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,4.57,473529,56823.479999999996,https://www.goodreads.com/book/show/12127810-the-house-of-hades,8.333186682922571
"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare,4.55,472657,56718.84,https://www.goodreads.com/book/show/18335634-clockwork-princess,8.33318641237352
A Light in the Attic,Shel Silverstein,4.36,472602,56712.24,https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic,8.3331863952756
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.28,472063,56647.56,https://www.goodreads.com/book/show/23878688-the-5-love-languages,8.333186227505166
A Brief History of Time,Stephen Hawking,4.21,471065,56527.799999999996,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time,8.333185915851743
"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,4.76,464887,55786.439999999995,https://www.goodreads.com/book/show/17332218-words-of-radiance,8.333183956818955
The Call of the Wild,Jack London,3.91,464807,55776.84,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild,8.33318393110956
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.13,464034,55684.079999999994,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda,8.33318368223589
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.96,463596,55631.52,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,8.333183540849848
"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,4.14,456995,54839.4,https://www.goodreads.com/book/show/60748.A_Child_Called_It_,8.333181377232842
"The Godfather (The Godfather, #1)",Mario Puzo,4.4,456600,54792.0,https://www.goodreads.com/book/show/22034.The_Godfather,8.33318124577957
The Crucible,Arthur Miller,3.61,455490,54658.799999999996,https://www.goodreads.com/book/show/17250.The_Crucible,8.33318087515871
"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.15,455261,54631.32,https://www.goodreads.com/book/show/41637836-the-subtle-knife,8.333180798472407
"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,4.23,455226,54627.119999999995,https://www.goodreads.com/book/show/13206760-scarlet,8.333180786744995
Northanger Abbey,Jane Austen,3.85,443744,53249.28,https://www.goodreads.com/book/show/50398.Northanger_Abbey,8.33317683963352
"The Poppy War (The Poppy War, #1)",R.F. Kuang,4.17,443140,53176.799999999996,https://www.goodreads.com/book/show/35068705-the-poppy-war,8.333176626336554
On the Road,Jack Kerouac,3.61,442069,53048.28,https://www.goodreads.com/book/show/70401.On_the_Road,8.33317624668987
How the Grinch Stole Christmas!,Dr. Seuss,4.38,441322,52958.64,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_,8.333175980803494
"Inkheart (Inkworld, #1)",Cornelia Funke,3.93,440209,52825.079999999994,https://www.goodreads.com/book/show/28194.Inkheart,8.333175582969625
"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,439880,52785.6,https://www.goodreads.com/book/show/7869.The_Bourne_Identity,8.333175464985432
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.07,439429,52731.479999999996,https://www.goodreads.com/book/show/9791.A_Walk_in_the_Woods,8.333175302963184
"Slammed (Slammed, #1)",Colleen Hoover,4.14,439248,52709.759999999995,https://www.goodreads.com/book/show/30333938-slammed,8.333175237845177
"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,4.49,438938,52672.56,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after,8.333175126192344
"Oh, the Places You’ll Go!",Dr. Seuss,4.37,437482,52497.84,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,8.333174599667345
Where the Red Fern Grows,Wilson Rawls,4.12,435587,52270.439999999995,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,8.333173909117484
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.29,433058,51966.96,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,8.333172978119595
Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,432934,51952.079999999994,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close,8.333172932191895
Cat’s Cradle,Kurt Vonnegut Jr.,4.15,431298,51755.759999999995,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,8.333172323769881
Othello,William Shakespeare,3.89,430651,51678.119999999995,https://www.goodreads.com/book/show/12996.Othello,8.333172081877557
The Witches,Roald Dahl,4.18,422838,50740.56,https://www.goodreads.com/book/show/6327.The_Witches,8.33316910240836
"Ella Enchanted (Ella Enchanted, #1)",Gail Carson Levine,4.02,422376,50685.119999999995,https://www.goodreads.com/book/show/24337.Ella_Enchanted,8.333168922774124
Oliver Twist,Charles Dickens,3.88,422242,50669.04,https://www.goodreads.com/book/show/18254.Oliver_Twist,8.333168870598879
Babel,R.F. Kuang,4.15,422052,50646.24,https://www.goodreads.com/book/show/57945316-babel,8.333168796562262
"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,4.1,421576,50589.119999999995,https://www.goodreads.com/book/show/7090447-the-red-pyramid,8.333168610788036
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.04,421022,50522.64,https://www.goodreads.com/book/show/22055262-a-darker-shade-of-magic,8.333168394042868
Cutting for Stone,Abraham   Verghese,4.33,420732,50487.84,https://www.goodreads.com/book/show/3591262-cutting-for-stone,8.33316828035661
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,3.99,416455,49974.6,https://www.goodreads.com/book/show/34497.The_Color_of_Magic,8.333166585293624
A Short History of Nearly Everything,Bill Bryson,4.22,415819,49898.28,https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything,8.333166330255667
Nineteen Minutes,Jodi Picoult,4.17,413081,49569.72,https://www.goodreads.com/book/show/14866.Nineteen_Minutes,8.33316522334152
"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.38,411282,49353.84,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,8.333164488021843
"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.11,408997,49079.64,https://www.goodreads.com/book/show/2248573.Brisingr,8.333163544729652
The Master and Margarita,Mikhail Bulgakov,4.28,407660,48919.2,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita,8.333162987886395
"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,3.74,406104,48732.479999999996,https://www.goodreads.com/book/show/37781.Things_Fall_Apart,8.333162335215954
"Corrupt (Devil's Night, #1)",Penelope Douglas,3.78,404653,48558.36,https://www.goodreads.com/book/show/58124274-corrupt,8.33316172206553
Atlas Shrugged,Ayn Rand,3.69,404218,48506.159999999996,https://www.goodreads.com/book/show/662.Atlas_Shrugged,8.333161537389532
One Day,David Nicholls,3.87,403510,48421.2,https://www.goodreads.com/book/show/6280118-one-day,8.333161235962018
The Virgin Suicides,Jeffrey Eugenides,3.78,401610,48193.2,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,8.333160421793494
The Importance of Being Earnest,Oscar Wilde,4.17,400094,48011.28,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,8.333159766626371
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.4,399280,47913.6,https://www.goodreads.com/book/show/13206828-cress,8.333159412788586
"Scythe (Arc of a Scythe, #1)",Neal Shusterman,4.32,397925,47751.0,https://www.goodreads.com/book/show/28954189-scythe,8.33315882057296
"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,397558,47706.96,https://www.goodreads.com/book/show/17675462-the-raven-boys,8.33315865947737
Alice in Wonderland,Jane Carruth,4.03,396175,47541.0,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland,8.333158049724455
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.03,395056,47406.72,https://www.goodreads.com/book/show/366522.P_S_I_Love_You,8.333157553242383
Goodnight Moon,Margaret Wise Brown,4.32,391362,46963.439999999995,https://www.goodreads.com/book/show/32929.Goodnight_Moon,8.333155894119042
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",A.A. Milne,4.38,391302,46956.24,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,8.33315586691211
The Name of the Rose,Umberto Eco,4.14,390217,46826.04,https://www.goodreads.com/book/show/119073.The_Name_of_the_Rose,8.33315537347652
Like Water for Chocolate,Laura Esquivel,3.95,389738,46768.56,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,8.333155154763055
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.12,386331,46359.72,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,8.333153583464622
If We Were Villains,M.L. Rio,4.1,385611,46273.32,https://www.goodreads.com/book/show/30319086-if-we-were-villains,8.333153247848914
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.19,385606,46272.72,https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,8.333153245513868
On Earth We're Briefly Gorgeous,Ocean Vuong,4.02,385046,46205.52,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,8.333152983604911
"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,3.91,385039,46204.68,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,8.333152980326227
Snow Flower and the Secret Fan,Lisa See,4.09,384167,46100.04,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,8.333152570961522
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,382973,45956.759999999995,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,8.333152007408543
"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,4.43,382495,45899.4,https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,8.333151780812367
The Trial,Franz Kafka,3.94,382376,45885.119999999995,https://www.goodreads.com/book/show/17690.The_Trial,8.333151724312277
"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.34,380604,45672.479999999996,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,8.333150878803192
Their Eyes Were Watching God,Zora Neale Hurston,3.99,380545,45665.4,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,8.333150850515915
"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.14,380068,45608.159999999996,https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles,8.333150621497962
"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.33,379174,45500.88,https://www.goodreads.com/book/show/2802316-shadow-kiss,8.333150190717395
"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.11,378500,45420.0,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,8.333149864600076
The Prince,Niccolò Machiavelli,3.84,375379,45045.479999999996,https://www.goodreads.com/book/show/28862.The_Prince,8.333148339226506
The Brothers Karamazov,Fyodor Dostoevsky,4.39,375333,45039.96,https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,8.333148316554531
John Adams,David McCullough,4.08,374793,44975.159999999996,https://www.goodreads.com/book/show/2203.John_Adams,8.33314804998915
Mansfield Park,Jane Austen,3.86,374593,44951.159999999996,https://www.goodreads.com/book/show/45032.Mansfield_Park,8.3331479510662
"Storm Front (The Dresden Files, #1)",Jim  Butcher,3.97,373350,44802.0,https://www.goodreads.com/book/show/47212.Storm_Front,8.333147333883892
Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,4.06,373290,44794.799999999996,https://www.goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,8.333147303988321
"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,372887,44746.439999999995,https://www.goodreads.com/book/show/41804.I_Robot,8.333147102940416
The Haunting of Hill House,Shirley Jackson,3.81,372148,44657.759999999995,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,8.333146733138136
Peter Pan,J.M. Barrie,4.03,370494,44459.28,https://www.goodreads.com/book/show/34268.Peter_Pan,8.333145900115788
"Frostbite (Vampire Academy, #2)",Richelle Mead,4.25,369940,44392.799999999996,https://www.goodreads.com/book/show/2282133.Frostbite,8.333145619433346
Madame Bovary,Gustave Flaubert,3.71,367645,44117.4,https://www.goodreads.com/book/show/2175.Madame_Bovary,8.333144447668094
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.07,367640,44116.799999999996,https://www.goodreads.com/book/show/28877.Red_Dragon,8.333144445099258
The Lorax,Dr. Seuss,4.35,365607,43872.84,https://www.goodreads.com/book/show/7784.The_Lorax,8.33314339478833
White Oleander,Janet Fitch,4.0,364475,43737.0,https://www.goodreads.com/book/show/32234.White_Oleander,8.333142804883625
Before I Go to Sleep,S.J. Watson,3.9,364279,43713.479999999996,https://www.goodreads.com/book/show/9736930-before-i-go-to-sleep,8.333142702372305
"Reflected in You (Crossfire, #2)",Sylvia Day,4.3,363591,43630.92,https://www.goodreads.com/book/show/13596809-reflected-in-you,8.333142341661793
Redeeming Love,Francine  Rivers,4.51,363465,43615.799999999996,https://www.goodreads.com/book/show/11422.Redeeming_Love,8.333142275453495
The Thorn Birds,Colleen McCullough,4.25,362415,43489.799999999996,https://www.goodreads.com/book/show/3412.The_Thorn_Birds,8.333141721927397
The Last Lecture,Randy Pausch,4.26,360782,43293.84,https://www.goodreads.com/book/show/40611510-the-last-lecture,8.33314085466074
War and Peace,Leo Tolstoy,4.17,359747,43169.64,https://www.goodreads.com/book/show/656.War_and_Peace,8.33314030090821
She’s Come Undone,Wally Lamb,3.92,359149,43097.88,https://www.goodreads.com/book/show/5203.She_s_Come_Undone,8.333139979507589
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.66,358342,43001.04,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,8.333139544077444
"Neuromancer (Sprawl, #1)",William Gibson,3.89,357615,42913.799999999996,https://www.goodreads.com/book/show/6088007-neuromancer,8.333139150130027
Still Alice,Lisa Genova,4.32,357586,42910.32,https://www.goodreads.com/book/show/2153405.Still_Alice,8.333139134382256
The Green Mile,Stephen        King,4.49,355205,42624.6,https://www.goodreads.com/book/show/11566.The_Green_Mile,8.333137832663938
I'll Give You the Sun,Jandy Nelson,4.15,355097,42611.64,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun,8.333137773205321
American Psycho,Bret Easton Ellis,3.8,353122,42374.64,https://www.goodreads.com/book/show/28676.American_Psycho,8.33313667946962
"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.01,352942,42353.04,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,8.33313657917875
"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.15,352289,42274.68,https://www.goodreads.com/book/show/42899.Dark_Lover,8.333136214485492
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.48,350981,42117.72,https://www.goodreads.com/book/show/561909.The_Hiding_Place,8.333135479900623
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,350476,42057.119999999995,https://www.goodreads.com/book/show/7747374-i-am-number-four,8.333135194820882
The Remains of the Day,Kazuo Ishiguro,4.14,349313,41917.56,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,8.333134535155788
A Farewell to Arms,Ernest Hemingway,3.82,347457,41694.84,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,8.333133473267358
Island of the Blue Dolphins,Scott O'Dell,3.88,347150,41658.0,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins,8.333133296526562
Mrs. Dalloway,Virginia Woolf,3.78,347124,41654.88,https://www.goodreads.com/book/show/14942.Mrs_Dalloway,8.333133281543926
The Three Musketeers,Alexandre Dumas,4.1,346711,41605.32,https://www.goodreads.com/book/show/7190.The_Three_Musketeers,8.333133043249198
Before I Fall,Lauren Oliver,3.88,345008,41400.96,https://www.goodreads.com/book/show/6482837-before-i-fall,8.333132054617705
The Yellow Wallpaper and Other Stories,Charlotte Perkins Gilman,4.07,344402,41328.24,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,8.33313170046195
The War of the Worlds,H.G. Wells,3.83,343809,41257.08,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds,8.333131352695036
Beowulf,Unknown,3.5,340682,40881.84,https://www.goodreads.com/book/show/52357.Beowulf,8.333129498831296
The Things They Carried,Tim O'Brien,4.14,339793,40775.159999999996,https://www.goodreads.com/book/show/133518.The_Things_They_Carried,8.333128965552422
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,4.24,338876,40665.119999999995,https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes,8.333128412545875
"The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,4.38,335888,40306.56,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,8.333126589652165
"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.98,335717,40286.04,https://www.goodreads.com/book/show/7791997-crescendo,8.333126484348316
"1Q84 (1Q84, #1-3)",Haruki Murakami,3.95,335301,40236.119999999995,https://www.goodreads.com/book/show/10357575-1q84,8.333126227722065
The Fountainhead,Ayn Rand,3.89,335087,40210.439999999995,https://www.goodreads.com/book/show/2122.The_Fountainhead,8.333126095459402
"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,334969,40196.28,https://www.goodreads.com/book/show/22232.Stargirl,8.333126022457241
A Prayer for Owen Meany,John Irving,4.24,333930,40071.6,https://www.goodreads.com/book/show/4473.A_Prayer_for_Owen_Meany,8.333125377439947
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.26,333679,40041.479999999996,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,8.333125221015283
"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,4.18,332400,39888.0,https://www.goodreads.com/book/show/70535.2001,8.33312442026624
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.3,331933,39831.96,https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,8.333124126351645
"Carry On (Simon Snow, #1)",Rainbow Rowell,4.16,331093,39731.159999999996,https://www.goodreads.com/book/show/32768522-carry-on,8.333123595596112
A Streetcar Named Desire,Tennessee Williams,3.98,330766,39691.92,https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,8.333123388251607
Blindness,José Saramago,4.18,329483,39537.96,https://www.goodreads.com/book/show/40495148-blindness,8.33312257075047
Meditations,Marcus Aurelius,4.28,328976,39477.119999999995,https://www.goodreads.com/book/show/30659.Meditations,8.333122245942818
The Silmarillion,J.R.R. Tolkien,4.03,328417,39410.04,https://www.goodreads.com/book/show/7332.The_Silmarillion,8.33312188665917
"Voyager (Outlander, #3)",Diana Gabaldon,4.39,327240,39268.799999999996,https://www.goodreads.com/book/show/10987.Voyager,8.333121126158016
Robinson Crusoe,Daniel Defoe,3.68,327234,39268.08,https://www.goodreads.com/book/show/2932.Robinson_Crusoe,8.333121122267189
The Very Secret Society of Irregular Witches,Sangu Mandanna,4.05,325269,39032.28,https://www.goodreads.com/book/show/60018635-the-very-secret-society-of-irregular-witches,8.33311984030038
"Blood Promise (Vampire Academy, #4)",Richelle Mead,4.3,325252,39030.24,https://www.goodreads.com/book/show/5996153-blood-promise,8.33311982914199
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,3.95,325049,39005.88,https://www.goodreads.com/book/show/65641.The_Silver_Chair,8.33311969580751
Stranger in a Strange Land,Robert A. Heinlein,3.92,324490,38938.799999999996,https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,8.333119327782887
The Thirteenth Tale,Diane Setterfield,3.98,324193,38903.159999999996,https://www.goodreads.com/book/show/40440.The_Thirteenth_Tale,8.333119131732957
The Prophet,Kahlil Gibran,4.23,323698,38843.76,https://www.goodreads.com/book/show/2547.The_Prophet,8.333118804183627
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.28,323368,38804.159999999996,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,8.333118585260312
I Know This Much Is True,Wally Lamb,4.21,322542,38705.04,https://www.goodreads.com/book/show/227711.I_Know_This_Much_Is_True,8.33311803532472
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.3,322311,38677.32,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes,8.333117881024823
V for Vendetta,Alan             Moore,4.26,322211,38665.32,https://www.goodreads.com/book/show/5805.V_for_Vendetta,8.333117814159714
A Little Princess,Frances Hodgson Burnett,4.23,321783,38613.96,https://www.goodreads.com/book/show/3008.A_Little_Princess,8.333117527507474
Under the Dome,Stephen        King,3.93,319900,38388.0,https://www.goodreads.com/book/show/6320534-under-the-dome,8.333116257261194
The God of Small Things,Arundhati Roy,3.96,319602,38352.24,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things,8.333116054862641
This Is How You Lose the Time War,Amal El-Mohtar,3.85,317439,38092.68,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,8.333114574386093
Bel Canto,Ann Patchett,3.94,315778,37893.36,https://www.goodreads.com/book/show/5826.Bel_Canto,8.333113423739047
For Whom the Bell Tolls,Ernest Hemingway,3.99,313675,37641.0,https://www.goodreads.com/book/show/46170.For_Whom_the_Bell_Tolls,8.333111949418203
On Writing: A Memoir of the Craft,Stephen        King,4.34,312752,37530.24,https://www.goodreads.com/book/show/10569.On_Writing,8.333111296082944
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.2,311856,37422.72,https://www.goodreads.com/book/show/8695.The_Restaurant_at_the_End_of_the_Universe,8.333110658160118
The Holy Bible: King James Version,Anonymous,4.44,311531,37383.72,https://www.goodreads.com/book/show/1923820.The_Holy_Bible,8.333110425863829
The House of the Spirits,Isabel Allende,4.29,309883,37185.96,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits,8.333109240443424
The Wind-Up Bird Chronicle,Haruki Murakami,4.14,309546,37145.52,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,8.33310899648204
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,4.41,306635,36796.2,https://www.goodreads.com/book/show/13206900-winter,8.333106866826824
"Spirit Bound (Vampire Academy, #5)",Richelle Mead,4.32,305920,36710.4,https://www.goodreads.com/book/show/6479259-spirit-bound,8.333106337540928
"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.16,305692,36683.04,https://www.goodreads.com/book/show/7664041-inheritance,8.333106168241011
The Plague,Albert Camus,4.02,305117,36614.04,https://www.goodreads.com/book/show/11989.The_Plague,8.333105740154865
"Where She Went (If I Stay, #2)",Gayle Forman,3.97,304051,36486.119999999995,https://www.goodreads.com/book/show/8492825-where-she-went,8.333104942237153
The Phantom Tollbooth,Norton Juster,4.2,303523,36422.76,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,8.333104544945387
"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.73,300701,36084.119999999995,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,8.333102397885888
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,4.01,300469,36056.28,https://www.goodreads.com/book/show/84369.The_Last_Battle,8.333102219579514
"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,4.21,300149,36017.88,https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,8.333101973187397
Don Quixote,Miguel de Cervantes Saavedra,3.91,299882,35985.84,https://www.goodreads.com/book/show/3836.Don_Quixote,8.333101767201567
Tess of the D’Urbervilles,Thomas Hardy,3.84,299397,35927.64,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,8.33310139209277
